iter	MAPE	RMSE
937	0.1813926021	1923.966831
938	0.1813202927	1923.269657
939	0.1812553643	1922.838038
940	0.1812546302	1921.929286
941	0.1813658354	1921.639257
942	0.1812534138	1920.987916
943	0.1809601473	1919.414983
944	0.1809563743	1918.792335
945	0.1809088758	1918.096043
946	0.1808704521	1917.380192
947	0.1809014567	1916.609463
948	0.1808573455	1916.040664
949	0.1808502718	1915.661881
950	0.1807436988	1915.42231
951	0.1807464578	1915.290487
952	0.1807049838	1914.738882
953	0.1806894968	1914.588415
954	0.1806786828	1913.792897
955	0.1806755246	1913.562105
956	0.1806576678	1913.415226
957	0.1806556557	1913.332663
958	0.180672795	1913.258749
959	0.1806338231	1912.827732
960	0.1806217622	1912.698318
961	0.1805970399	1912.283024
962	0.1805929459	1911.961011
963	0.1805759281	1911.625611
964	0.1805762337	1911.607981
965	0.1804544026	1910.834917
966	0.1804367603	1910.701709
967	0.1804309916	1910.489006
968	0.1803031144	1910.186842
969	0.1803042105	1910.171882
970	0.1802733172	1909.669525
971	0.1802704798	1909.512178
972	0.1802918636	1909.205608
973	0.1802553815	1909.029041
974	0.180247422	1908.925317
975	0.1802474123	1908.672521
976	0.1802015972	1908.235441
977	0.1800261544	1907.429726
978	0.1801766352	1906.27783
979	0.1795062461	1905.325672
980	0.1794921323	1905.157369
981	0.179440406	1904.488708
982	0.179440188	1904.465622
983	0.1794212427	1904.087889
984	0.1793602681	1904.016912
985	0.1793660032	1904.011372
986	0.179178001	1903.739845
987	0.1791732242	1903.593461
988	0.1791598074	1903.540375
989	0.179143036	1903.534
990	0.1791740572	1903.233714
991	0.1791631037	1902.59713
992	0.179162085	1902.457345
993	0.1791206708	1902.34742
994	0.1791236752	1902.261517
995	0.1791232954	1902.230777
996	0.1791057033	1901.812654
997	0.1791029881	1901.645795
998	0.1790725128	1901.265401
999	0.1790543124	1901.006439
